Total Opened Isues,Total Closed Issues,Dýfference between opened and closed issues,Distrubution of issues on contributors,Number of label types,Label usage frequency,Total amount of contributors,Total number of assignees on spesific Repo,Total number of comments,Avg. Comment Lenght,Label colors for default Spesic titles,Mean time to response the issues.,Total amount of Milestones,Total Opened Milestones,Total Closed Milestones
4,0,4,0,0,0,0,0,0,2,,0,3,3,0
